Table,SubTable,Prefix,ProductId,ProductDescription,ProductStatus,Field,Type,Required,EnumName
Outflows,Wholesale,O.W,O.W.3,Collateralized Commercial Paper,OK,Product,string,True,
Outflows,Wholesale,O.W,O.W.3,Collateralized Commercial Paper,OK,Counterparty,enum,False,Counterparty
Outflows,Wholesale,O.W,O.W.3,Collateralized Commercial Paper,OK,GSIB,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.3,Collateralized Commercial Paper,OK,MaturityAmount,money,False,
Outflows,Wholesale,O.W,O.W.3,Collateralized Commercial Paper,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.3,Collateralized Commercial Paper,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Wholesale,O.W,O.W.3,Collateralized Commercial Paper,OK,CollateralClass,enum,False,CollateralClass
Outflows,Wholesale,O.W,O.W.3,Collateralized Commercial Paper,OK,CollateralValue,money,False,
Outflows,Wholesale,O.W,O.W.3,Collateralized Commercial Paper,OK,ForwardStartAmount,money,False,
Outflows,Wholesale,O.W,O.W.3,Collateralized Commercial Paper,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.3,Collateralized Commercial Paper,OK,Internal,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.3,Collateralized Commercial Paper,OK,InternalCounterparty,string,False,
Outflows,Wholesale,O.W,O.W.3,Collateralized Commercial Paper,OK,LossAbsorbency,enum,False,LossAbsorbency
Outflows,Wholesale,O.W,O.W.3,Collateralized Commercial Paper,OK,BusinessLine,string,False,
Outflows,Wholesale,O.W,O.W.4,Asset-Backed Securities (ABS),OK,ReportingEntity,string,True,
Outflows,Wholesale,O.W,O.W.4,Asset-Backed Securities (ABS),OK,Currency,enum,True,Currency
Outflows,Wholesale,O.W,O.W.4,Asset-Backed Securities (ABS),OK,Converted,enum,True,YesNo
Outflows,Wholesale,O.W,O.W.4,Asset-Backed Securities (ABS),OK,Product,string,True,
Outflows,Wholesale,O.W,O.W.4,Asset-Backed Securities (ABS),OK,Counterparty,enum,False,Counterparty
Outflows,Wholesale,O.W,O.W.4,Asset-Backed Securities (ABS),OK,GSIB,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.4,Asset-Backed Securities (ABS),OK,MaturityAmount,money,False,
Outflows,Wholesale,O.W,O.W.4,Asset-Backed Securities (ABS),OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.4,Asset-Backed Securities (ABS),OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Wholesale,O.W,O.W.4,Asset-Backed Securities (ABS),OK,CollateralClass,enum,False,CollateralClass
Outflows,Wholesale,O.W,O.W.4,Asset-Backed Securities (ABS),OK,CollateralValue,money,False,
Outflows,Wholesale,O.W,O.W.4,Asset-Backed Securities (ABS),OK,ForwardStartAmount,money,False,
Outflows,Wholesale,O.W,O.W.4,Asset-Backed Securities (ABS),OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.4,Asset-Backed Securities (ABS),OK,Internal,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.4,Asset-Backed Securities (ABS),OK,InternalCounterparty,string,False,
Outflows,Wholesale,O.W,O.W.4,Asset-Backed Securities (ABS),OK,LossAbsorbency,enum,False,LossAbsorbency
Outflows,Wholesale,O.W,O.W.4,Asset-Backed Securities (ABS),OK,BusinessLine,string,False,
Outflows,Wholesale,O.W,O.W.5,Covered Bonds,OK,ReportingEntity,string,True,
Outflows,Wholesale,O.W,O.W.5,Covered Bonds,OK,Currency,enum,True,Currency
Outflows,Wholesale,O.W,O.W.5,Covered Bonds,OK,Converted,enum,True,YesNo
Outflows,Wholesale,O.W,O.W.5,Covered Bonds,OK,Product,string,True,
Outflows,Wholesale,O.W,O.W.5,Covered Bonds,OK,Counterparty,enum,False,Counterparty
Outflows,Wholesale,O.W,O.W.5,Covered Bonds,OK,GSIB,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.5,Covered Bonds,OK,MaturityAmount,money,False,
Outflows,Wholesale,O.W,O.W.5,Covered Bonds,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.5,Covered Bonds,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Wholesale,O.W,O.W.5,Covered Bonds,OK,CollateralClass,enum,False,CollateralClass
Outflows,Wholesale,O.W,O.W.5,Covered Bonds,OK,CollateralValue,money,False,
Outflows,Wholesale,O.W,O.W.5,Covered Bonds,OK,ForwardStartAmount,money,False,
Outflows,Wholesale,O.W,O.W.5,Covered Bonds,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.5,Covered Bonds,OK,Internal,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.5,Covered Bonds,OK,InternalCounterparty,string,False,
Outflows,Wholesale,O.W,O.W.5,Covered Bonds,OK,LossAbsorbency,enum,False,LossAbsorbency
Outflows,Wholesale,O.W,O.W.5,Covered Bonds,OK,BusinessLine,string,False,
Outflows,Wholesale,O.W,O.W.6,Tender Option Bonds,OK,ReportingEntity,string,True,
Outflows,Wholesale,O.W,O.W.6,Tender Option Bonds,OK,Currency,enum,True,Currency
Outflows,Wholesale,O.W,O.W.6,Tender Option Bonds,OK,Converted,enum,True,YesNo
Outflows,Wholesale,O.W,O.W.6,Tender Option Bonds,OK,Product,string,True,
Outflows,Wholesale,O.W,O.W.6,Tender Option Bonds,OK,Counterparty,enum,False,Counterparty
Outflows,Wholesale,O.W,O.W.6,Tender Option Bonds,OK,GSIB,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.6,Tender Option Bonds,OK,MaturityAmount,money,False,
Outflows,Wholesale,O.W,O.W.6,Tender Option Bonds,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.6,Tender Option Bonds,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Wholesale,O.W,O.W.6,Tender Option Bonds,OK,CollateralClass,enum,False,CollateralClass
Outflows,Wholesale,O.W,O.W.6,Tender Option Bonds,OK,CollateralValue,money,False,
Outflows,Wholesale,O.W,O.W.6,Tender Option Bonds,OK,ForwardStartAmount,money,False,
Outflows,Wholesale,O.W,O.W.6,Tender Option Bonds,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.6,Tender Option Bonds,OK,Internal,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.6,Tender Option Bonds,OK,InternalCounterparty,string,False,
Outflows,Wholesale,O.W,O.W.6,Tender Option Bonds,OK,LossAbsorbency,enum,False,LossAbsorbency
Outflows,Wholesale,O.W,O.W.6,Tender Option Bonds,OK,BusinessLine,string,False,
Outflows,Wholesale,O.W,O.W.7,Other Asset-Backed Financing,OK,ReportingEntity,string,True,
Outflows,Wholesale,O.W,O.W.7,Other Asset-Backed Financing,OK,Currency,enum,True,Currency
Outflows,Wholesale,O.W,O.W.7,Other Asset-Backed Financing,OK,Converted,enum,True,YesNo
Outflows,Wholesale,O.W,O.W.7,Other Asset-Backed Financing,OK,Product,string,True,
Outflows,Wholesale,O.W,O.W.7,Other Asset-Backed Financing,OK,Counterparty,enum,False,Counterparty
Outflows,Wholesale,O.W,O.W.7,Other Asset-Backed Financing,OK,GSIB,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.7,Other Asset-Backed Financing,OK,MaturityAmount,money,False,
Outflows,Wholesale,O.W,O.W.7,Other Asset-Backed Financing,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.7,Other Asset-Backed Financing,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Wholesale,O.W,O.W.7,Other Asset-Backed Financing,OK,CollateralClass,enum,False,CollateralClass
Outflows,Wholesale,O.W,O.W.7,Other Asset-Backed Financing,OK,CollateralValue,money,False,
Outflows,Wholesale,O.W,O.W.7,Other Asset-Backed Financing,OK,ForwardStartAmount,money,False,
Outflows,Wholesale,O.W,O.W.7,Other Asset-Backed Financing,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.7,Other Asset-Backed Financing,OK,Internal,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.7,Other Asset-Backed Financing,OK,InternalCounterparty,string,False,
Outflows,Wholesale,O.W,O.W.7,Other Asset-Backed Financing,OK,LossAbsorbency,enum,False,LossAbsorbency
Outflows,Wholesale,O.W,O.W.7,Other Asset-Backed Financing,OK,BusinessLine,string,False,
Outflows,Wholesale,O.W,O.W.8,Commercial Paper,OK,ReportingEntity,string,True,
Outflows,Wholesale,O.W,O.W.8,Commercial Paper,OK,Currency,enum,True,Currency
Outflows,Wholesale,O.W,O.W.8,Commercial Paper,OK,Converted,enum,True,YesNo
Outflows,Wholesale,O.W,O.W.8,Commercial Paper,OK,Product,string,True,
Outflows,Wholesale,O.W,O.W.8,Commercial Paper,OK,Counterparty,enum,False,Counterparty
Outflows,Wholesale,O.W,O.W.8,Commercial Paper,OK,GSIB,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.8,Commercial Paper,OK,MaturityAmount,money,False,
Outflows,Wholesale,O.W,O.W.8,Commercial Paper,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.8,Commercial Paper,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Wholesale,O.W,O.W.8,Commercial Paper,OK,CollateralClass,enum,False,CollateralClass
Outflows,Wholesale,O.W,O.W.8,Commercial Paper,OK,CollateralValue,money,False,
Outflows,Wholesale,O.W,O.W.8,Commercial Paper,OK,ForwardStartAmount,money,False,
Outflows,Wholesale,O.W,O.W.8,Commercial Paper,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.8,Commercial Paper,OK,Internal,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.8,Commercial Paper,OK,InternalCounterparty,string,False,
Outflows,Wholesale,O.W,O.W.8,Commercial Paper,OK,LossAbsorbency,enum,False,LossAbsorbency
Outflows,Wholesale,O.W,O.W.8,Commercial Paper,OK,BusinessLine,string,False,
Outflows,Wholesale,O.W,O.W.9,Onshore Borrowing,OK,ReportingEntity,string,True,
Outflows,Wholesale,O.W,O.W.9,Onshore Borrowing,OK,Currency,enum,True,Currency
Outflows,Wholesale,O.W,O.W.9,Onshore Borrowing,OK,Converted,enum,True,YesNo
Outflows,Wholesale,O.W,O.W.9,Onshore Borrowing,OK,Product,string,True,
Outflows,Wholesale,O.W,O.W.9,Onshore Borrowing,OK,Counterparty,enum,False,Counterparty
Outflows,Wholesale,O.W,O.W.9,Onshore Borrowing,OK,GSIB,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.9,Onshore Borrowing,OK,MaturityAmount,money,False,
Outflows,Wholesale,O.W,O.W.9,Onshore Borrowing,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.9,Onshore Borrowing,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Wholesale,O.W,O.W.9,Onshore Borrowing,OK,CollateralClass,enum,False,CollateralClass
Outflows,Wholesale,O.W,O.W.9,Onshore Borrowing,OK,CollateralValue,money,False,
Outflows,Wholesale,O.W,O.W.9,Onshore Borrowing,OK,ForwardStartAmount,money,False,
Outflows,Wholesale,O.W,O.W.9,Onshore Borrowing,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.9,Onshore Borrowing,OK,Internal,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.9,Onshore Borrowing,OK,InternalCounterparty,string,False,
Outflows,Wholesale,O.W,O.W.9,Onshore Borrowing,OK,LossAbsorbency,enum,False,LossAbsorbency
Outflows,Wholesale,O.W,O.W.9,Onshore Borrowing,OK,BusinessLine,string,False,
Outflows,Wholesale,O.W,O.W.10,Offshore Borrowing,OK,ReportingEntity,string,True,
Outflows,Wholesale,O.W,O.W.10,Offshore Borrowing,OK,Currency,enum,True,Currency
Outflows,Wholesale,O.W,O.W.10,Offshore Borrowing,OK,Converted,enum,True,YesNo
Outflows,Wholesale,O.W,O.W.10,Offshore Borrowing,OK,Product,string,True,
Outflows,Wholesale,O.W,O.W.10,Offshore Borrowing,OK,Counterparty,enum,False,Counterparty
Outflows,Wholesale,O.W,O.W.10,Offshore Borrowing,OK,GSIB,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.10,Offshore Borrowing,OK,MaturityAmount,money,False,
Outflows,Wholesale,O.W,O.W.10,Offshore Borrowing,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.10,Offshore Borrowing,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Wholesale,O.W,O.W.10,Offshore Borrowing,OK,CollateralClass,enum,False,CollateralClass
Outflows,Wholesale,O.W,O.W.10,Offshore Borrowing,OK,CollateralValue,money,False,
Outflows,Wholesale,O.W,O.W.10,Offshore Borrowing,OK,ForwardStartAmount,money,False,
Outflows,Wholesale,O.W,O.W.10,Offshore Borrowing,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.10,Offshore Borrowing,OK,Internal,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.10,Offshore Borrowing,OK,InternalCounterparty,string,False,
Outflows,Wholesale,O.W,O.W.10,Offshore Borrowing,OK,LossAbsorbency,enum,False,LossAbsorbency
Outflows,Wholesale,O.W,O.W.10,Offshore Borrowing,OK,BusinessLine,string,False,
Outflows,Wholesale,O.W,O.W.11,Unstructured Long Term Debt,OK,ReportingEntity,string,True,
Outflows,Wholesale,O.W,O.W.11,Unstructured Long Term Debt,OK,Currency,enum,True,Currency
Outflows,Wholesale,O.W,O.W.11,Unstructured Long Term Debt,OK,Converted,enum,True,YesNo
Outflows,Wholesale,O.W,O.W.11,Unstructured Long Term Debt,OK,Product,string,True,
Outflows,Wholesale,O.W,O.W.11,Unstructured Long Term Debt,OK,Counterparty,enum,False,Counterparty
Outflows,Wholesale,O.W,O.W.11,Unstructured Long Term Debt,OK,GSIB,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.11,Unstructured Long Term Debt,OK,MaturityAmount,money,False,
Outflows,Wholesale,O.W,O.W.11,Unstructured Long Term Debt,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.11,Unstructured Long Term Debt,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Wholesale,O.W,O.W.11,Unstructured Long Term Debt,OK,CollateralClass,enum,False,CollateralClass
Outflows,Wholesale,O.W,O.W.11,Unstructured Long Term Debt,OK,CollateralValue,money,False,
Outflows,Wholesale,O.W,O.W.11,Unstructured Long Term Debt,OK,ForwardStartAmount,money,False,
Outflows,Wholesale,O.W,O.W.11,Unstructured Long Term Debt,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.11,Unstructured Long Term Debt,OK,Internal,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.11,Unstructured Long Term Debt,OK,InternalCounterparty,string,False,
Outflows,Wholesale,O.W,O.W.11,Unstructured Long Term Debt,OK,LossAbsorbency,enum,False,LossAbsorbency
Outflows,Wholesale,O.W,O.W.11,Unstructured Long Term Debt,OK,BusinessLine,string,False,
Outflows,Wholesale,O.W,O.W.12,Structured Long Term Debt,OK,ReportingEntity,string,True,
Outflows,Wholesale,O.W,O.W.12,Structured Long Term Debt,OK,Currency,enum,True,Currency
Outflows,Wholesale,O.W,O.W.12,Structured Long Term Debt,OK,Converted,enum,True,YesNo
Outflows,Wholesale,O.W,O.W.12,Structured Long Term Debt,OK,Product,string,True,
Outflows,Wholesale,O.W,O.W.12,Structured Long Term Debt,OK,Counterparty,enum,False,Counterparty
Outflows,Wholesale,O.W,O.W.12,Structured Long Term Debt,OK,GSIB,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.12,Structured Long Term Debt,OK,MaturityAmount,money,False,
Outflows,Wholesale,O.W,O.W.12,Structured Long Term Debt,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.12,Structured Long Term Debt,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Wholesale,O.W,O.W.12,Structured Long Term Debt,OK,CollateralClass,enum,False,CollateralClass
Outflows,Wholesale,O.W,O.W.12,Structured Long Term Debt,OK,CollateralValue,money,False,
Outflows,Wholesale,O.W,O.W.12,Structured Long Term Debt,OK,ForwardStartAmount,money,False,
Outflows,Wholesale,O.W,O.W.12,Structured Long Term Debt,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.12,Structured Long Term Debt,OK,Internal,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.12,Structured Long Term Debt,OK,InternalCounterparty,string,False,
Outflows,Wholesale,O.W,O.W.12,Structured Long Term Debt,OK,LossAbsorbency,enum,False,LossAbsorbency
Outflows,Wholesale,O.W,O.W.12,Structured Long Term Debt,OK,BusinessLine,string,False,
Outflows,Wholesale,O.W,O.W.13,Government Supported Debt,OK,ReportingEntity,string,True,
Outflows,Wholesale,O.W,O.W.13,Government Supported Debt,OK,Currency,enum,True,Currency
Outflows,Wholesale,O.W,O.W.13,Government Supported Debt,OK,Converted,enum,True,YesNo
Outflows,Wholesale,O.W,O.W.13,Government Supported Debt,OK,Product,string,True,
Outflows,Wholesale,O.W,O.W.13,Government Supported Debt,OK,Counterparty,enum,False,Counterparty
Outflows,Wholesale,O.W,O.W.13,Government Supported Debt,OK,GSIB,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.13,Government Supported Debt,OK,MaturityAmount,money,False,
Outflows,Wholesale,O.W,O.W.13,Government Supported Debt,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.13,Government Supported Debt,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Wholesale,O.W,O.W.13,Government Supported Debt,OK,CollateralClass,enum,False,CollateralClass
Outflows,Wholesale,O.W,O.W.13,Government Supported Debt,OK,CollateralValue,money,False,
Outflows,Wholesale,O.W,O.W.13,Government Supported Debt,OK,ForwardStartAmount,money,False,
Outflows,Wholesale,O.W,O.W.13,Government Supported Debt,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.13,Government Supported Debt,OK,Internal,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.13,Government Supported Debt,OK,InternalCounterparty,string,False,
Outflows,Wholesale,O.W,O.W.13,Government Supported Debt,OK,LossAbsorbency,enum,False,LossAbsorbency
Outflows,Wholesale,O.W,O.W.13,Government Supported Debt,OK,BusinessLine,string,False,
Outflows,Wholesale,O.W,O.W.14,Unsecured Notes,OK,ReportingEntity,string,True,
Outflows,Wholesale,O.W,O.W.14,Unsecured Notes,OK,Currency,enum,True,Currency
Outflows,Wholesale,O.W,O.W.14,Unsecured Notes,OK,Converted,enum,True,YesNo
Outflows,Wholesale,O.W,O.W.14,Unsecured Notes,OK,Product,string,True,
Outflows,Wholesale,O.W,O.W.14,Unsecured Notes,OK,Counterparty,enum,False,Counterparty
Outflows,Wholesale,O.W,O.W.14,Unsecured Notes,OK,GSIB,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.14,Unsecured Notes,OK,MaturityAmount,money,False,
Outflows,Wholesale,O.W,O.W.14,Unsecured Notes,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.14,Unsecured Notes,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Wholesale,O.W,O.W.14,Unsecured Notes,OK,CollateralClass,enum,False,CollateralClass
Outflows,Wholesale,O.W,O.W.14,Unsecured Notes,OK,CollateralValue,money,False,
Outflows,Wholesale,O.W,O.W.14,Unsecured Notes,OK,ForwardStartAmount,money,False,
Outflows,Wholesale,O.W,O.W.14,Unsecured Notes,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.14,Unsecured Notes,OK,Internal,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.14,Unsecured Notes,OK,InternalCounterparty,string,False,
Outflows,Wholesale,O.W,O.W.14,Unsecured Notes,OK,LossAbsorbency,enum,False,LossAbsorbency
Outflows,Wholesale,O.W,O.W.14,Unsecured Notes,OK,BusinessLine,string,False,
Outflows,Wholesale,O.W,O.W.15,Structured Notes,OK,ReportingEntity,string,True,
Outflows,Wholesale,O.W,O.W.15,Structured Notes,OK,Currency,enum,True,Currency
Outflows,Wholesale,O.W,O.W.15,Structured Notes,OK,Converted,enum,True,YesNo
Outflows,Wholesale,O.W,O.W.15,Structured Notes,OK,Product,string,True,
Outflows,Wholesale,O.W,O.W.15,Structured Notes,OK,Counterparty,enum,False,Counterparty
Outflows,Wholesale,O.W,O.W.15,Structured Notes,OK,GSIB,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.15,Structured Notes,OK,MaturityAmount,money,False,
Outflows,Wholesale,O.W,O.W.15,Structured Notes,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.15,Structured Notes,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Wholesale,O.W,O.W.15,Structured Notes,OK,CollateralClass,enum,False,CollateralClass
Outflows,Wholesale,O.W,O.W.15,Structured Notes,OK,CollateralValue,money,False,
Outflows,Wholesale,O.W,O.W.15,Structured Notes,OK,ForwardStartAmount,money,False,
Outflows,Wholesale,O.W,O.W.15,Structured Notes,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.15,Structured Notes,OK,Internal,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.15,Structured Notes,OK,InternalCounterparty,string,False,
Outflows,Wholesale,O.W,O.W.15,Structured Notes,OK,LossAbsorbency,enum,False,LossAbsorbency
Outflows,Wholesale,O.W,O.W.15,Structured Notes,OK,BusinessLine,string,False,
Outflows,Wholesale,O.W,O.W.16,Wholesale CDs,OK,ReportingEntity,string,True,
Outflows,Wholesale,O.W,O.W.16,Wholesale CDs,OK,Currency,enum,True,Currency
Outflows,Wholesale,O.W,O.W.16,Wholesale CDs,OK,Converted,enum,True,YesNo
Outflows,Wholesale,O.W,O.W.16,Wholesale CDs,OK,Product,string,True,
Outflows,Wholesale,O.W,O.W.16,Wholesale CDs,OK,Counterparty,enum,False,Counterparty
Outflows,Wholesale,O.W,O.W.16,Wholesale CDs,OK,GSIB,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.16,Wholesale CDs,OK,MaturityAmount,money,False,
Outflows,Wholesale,O.W,O.W.16,Wholesale CDs,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.16,Wholesale CDs,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Wholesale,O.W,O.W.16,Wholesale CDs,OK,CollateralClass,enum,False,CollateralClass
Outflows,Wholesale,O.W,O.W.16,Wholesale CDs,OK,CollateralValue,money,False,
Outflows,Wholesale,O.W,O.W.16,Wholesale CDs,OK,ForwardStartAmount,money,False,
Outflows,Wholesale,O.W,O.W.16,Wholesale CDs,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.16,Wholesale CDs,OK,Internal,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.16,Wholesale CDs,OK,InternalCounterparty,string,False,
Outflows,Wholesale,O.W,O.W.16,Wholesale CDs,OK,LossAbsorbency,enum,False,LossAbsorbency
Outflows,Wholesale,O.W,O.W.16,Wholesale CDs,OK,BusinessLine,string,False,
Outflows,Wholesale,O.W,O.W.17,Draws on Committed Lines,OK,ReportingEntity,string,True,
Outflows,Wholesale,O.W,O.W.17,Draws on Committed Lines,OK,Currency,enum,True,Currency
Outflows,Wholesale,O.W,O.W.17,Draws on Committed Lines,OK,Converted,enum,True,YesNo
Outflows,Wholesale,O.W,O.W.17,Draws on Committed Lines,OK,Product,string,True,
Outflows,Wholesale,O.W,O.W.17,Draws on Committed Lines,OK,Counterparty,enum,False,Counterparty
Outflows,Wholesale,O.W,O.W.17,Draws on Committed Lines,OK,GSIB,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.17,Draws on Committed Lines,OK,MaturityAmount,money,False,
Outflows,Wholesale,O.W,O.W.17,Draws on Committed Lines,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.17,Draws on Committed Lines,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Wholesale,O.W,O.W.17,Draws on Committed Lines,OK,CollateralClass,enum,False,CollateralClass
Outflows,Wholesale,O.W,O.W.17,Draws on Committed Lines,OK,CollateralValue,money,False,
Outflows,Wholesale,O.W,O.W.17,Draws on Committed Lines,OK,ForwardStartAmount,money,False,
Outflows,Wholesale,O.W,O.W.17,Draws on Committed Lines,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.17,Draws on Committed Lines,OK,Internal,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.17,Draws on Committed Lines,OK,InternalCounterparty,string,False,
Outflows,Wholesale,O.W,O.W.17,Draws on Committed Lines,OK,LossAbsorbency,enum,False,LossAbsorbency
Outflows,Wholesale,O.W,O.W.17,Draws on Committed Lines,OK,BusinessLine,string,False,
Outflows,Wholesale,O.W,O.W.18,Free Credits,OK,ReportingEntity,string,True,
Outflows,Wholesale,O.W,O.W.18,Free Credits,OK,Currency,enum,True,Currency
Outflows,Wholesale,O.W,O.W.18,Free Credits,OK,Converted,enum,True,YesNo
Outflows,Wholesale,O.W,O.W.18,Free Credits,OK,Product,string,True,
Outflows,Wholesale,O.W,O.W.18,Free Credits,OK,Counterparty,enum,False,Counterparty
Outflows,Wholesale,O.W,O.W.18,Free Credits,OK,GSIB,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.18,Free Credits,OK,MaturityAmount,money,False,
Outflows,Wholesale,O.W,O.W.18,Free Credits,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.18,Free Credits,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Wholesale,O.W,O.W.18,Free Credits,OK,CollateralClass,enum,False,CollateralClass
Outflows,Wholesale,O.W,O.W.18,Free Credits,OK,CollateralValue,money,False,
Outflows,Wholesale,O.W,O.W.18,Free Credits,OK,ForwardStartAmount,money,False,
Outflows,Wholesale,O.W,O.W.18,Free Credits,OK,ForwardStartBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.18,Free Credits,OK,Internal,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.18,Free Credits,OK,InternalCounterparty,string,False,
Outflows,Wholesale,O.W,O.W.18,Free Credits,OK,LossAbsorbency,enum,False,LossAbsorbency
Outflows,Wholesale,O.W,O.W.18,Free Credits,OK,BusinessLine,string,False,
Outflows,Wholesale,O.W,O.W.19,Other Unsecured Financing,OK,ReportingEntity,string,True,
Outflows,Wholesale,O.W,O.W.19,Other Unsecured Financing,OK,Currency,enum,True,Currency
Outflows,Wholesale,O.W,O.W.19,Other Unsecured Financing,OK,Converted,enum,True,YesNo
Outflows,Wholesale,O.W,O.W.19,Other Unsecured Financing,OK,Product,string,True,
Outflows,Wholesale,O.W,O.W.19,Other Unsecured Financing,OK,Counterparty,enum,False,Counterparty
Outflows,Wholesale,O.W,O.W.19,Other Unsecured Financing,OK,GSIB,enum,False,YesNo
Outflows,Wholesale,O.W,O.W.19,Other Unsecured Financing,OK,MaturityAmount,money,False,
Outflows,Wholesale,O.W,O.W.19,Other Unsecured Financing,OK,MaturityBucket,enum,False,MaturityBucket
Outflows,Wholesale,O.W,O.W.19,Other Unsecured Financing,OK,MaturityOptionality,enum,False,MaturityOptionality
Outflows,Wholesale,O.W,O.W.19,Other Unsecured Financing,OK,CollateralClass,enum,False,CollateralClass
